,corr_max,corr_min
0,-3.3686017023109846e-05,-0.014712940814458883
1,-0.022408875474913312,-0.055209759834957364
2,-0.05084302226598848,-0.11784714876254594
3,-0.055929177256756384,-0.10657663345909134
4,-0.07198746794733638,-0.1489954158377456
5,0.006664485625540326,-0.0522259096216859
6,0.0337097482523617,-0.019215715378563838
7,0.035063037651755016,-0.03110627546323579
8,0.030896697829079462,-0.021475675916302124
9,0.024504870163508385,-0.0006041630334102717
10,-0.06833817898948534,-0.1379382555987233
11,-0.08614794495597812,-0.1522217940179391
12,0.0303116423497403,-0.0025287891769008586
13,0.027380564440417452,-0.003944961980117544
14,0.0436145172827541,0.010831263762869164
15,-0.016591744451842375,-0.060605302629981546
16,0.05977991927475152,0.0243818349547508
17,0.042171538955405055,0.009787745951850613
18,0.036715008268863446,0.014177963680888512
19,0.018988853984717467,-0.00023829665370835395
20,0.006413501652085681,-0.01173952286773497
21,0.06018235631692466,0.04608610650548527
